"Season","DayNum","WTeamID","WScore","LTeamID","LScore","WLoc","NumOT","WState","LState","WSeed","LSeed","WSeedFull","LSeedFull","WConf","LConf"
1985,143,1207,65,1260,53,"N",0,"Washington D.C.","Illinois","01","04","W01","W04","big_east","mw_city"
1985,143,1210,61,1228,53,"N",0,"Georgia","Illinois","02","03","W02","W03","acc","big_ten"
1985,143,1272,59,1130,57,"N",0,"Tennessee","Massachusetts","02","11","Y02","Y11","metro","big_east"
1985,143,1328,86,1256,84,"N",1,"Oklahoma","Louisiana","01","05","Y01","Y05","big_eight","southland"
1985,144,1301,61,1104,55,"N",0,"North Carolina","Alabama","03","07","X03","X07","acc","sec"
1985,144,1314,62,1120,56,"N",0,"North Carolina","Alabama","02","11","Z02","Z11","acc","sec"
1985,144,1385,86,1246,70,"N",0,"New York","Kentucky","01","12","X01","X12","big_east","sec"
1985,144,1437,46,1268,43,"N",0,"Pennsylvania","Maryland","08","05","Z08","Z05","big_east","acc"
1985,145,1207,60,1210,54,"N",0,"Washington D.C.","Georgia","01","02","W01","W02","big_east","acc"
1985,145,1272,63,1328,61,"N",0,"Tennessee","Oklahoma","02","01","Y02","Y01","metro","big_eight"
1985,146,1385,69,1301,60,"N",0,"New York","North Carolina","01","03","X01","X03","big_east","acc"
1985,146,1437,56,1314,44,"N",0,"Pennsylvania","North Carolina","08","02","Z08","Z02","big_east","acc"
1985,152,1207,77,1385,59,"N",0,"Washington D.C.","New York","01","01","W01","X01","big_east","big_east"
1985,152,1437,52,1272,45,"N",0,"Pennsylvania","Tennessee","08","02","Z08","Y02","big_east","metro"
1985,154,1437,66,1207,64,"N",0,"Pennsylvania","Washington D.C.","08","01","Z08","W01","big_east","big_east"
1986,136,1133,83,1431,65,"N",0,"Illinois","Texas","07","10","Z07","Z10","mvc","wac"
1986,136,1177,72,1438,68,"N",0,"Illinois","Virginia","12","05","W12","W05","ind","acc"
1986,136,1181,85,1290,78,"N",0,"North Carolina","Mississippi","01","16","W01","W16","acc","swac"
1986,136,1207,70,1403,64,"N",0,"Washington D.C.","Texas","04","13","X04","X13","big_east","swc"
1986,136,1210,68,1265,53,"N",0,"Georgia","New York","02","15","Y02","Y15","acc","ecacm"
1986,136,1242,71,1299,46,"N",0,"Kansas","North Carolina","01","16","X01","X16","big_eight","meac"
1986,136,1257,93,1180,73,"N",0,"Kentucky","Pennsylvania","02","15","Z02","Z15","metro","ecc"
1986,136,1261,94,1345,87,"N",1,"Louisiana","Indiana","11","06","Y11","Y06","sec","big_ten"
1986,136,1272,95,1123,63,"N",0,"Tennessee","Indiana","03","14","Y03","Y14","metro","mac"
1986,136,1277,72,1449,70,"N",0,"Michigan","Washington","05","12","X05","X12","big_ten","pac_ten"
1986,136,1314,84,1428,72,"N",0,"North Carolina","Utah","03","14","Z03","Z14","acc","wac"
1986,136,1328,80,1318,74,"N",0,"Oklahoma","Massachusetts","04","13","W04","W13","big_eight","ecacn"
1986,136,1330,72,1452,64,"N",0,"Virginia","West Virginia","08","09","W08","W09","sun_belt","a_ten"
1986,136,1396,61,1239,50,"N",1,"Pennsylvania","Florida","09","08","X09","X08","a_ten","sun_belt"
1986,136,1412,66,1281,64,"N",0,"Alabama","Missouri","06","11","Z06","Z11","sun_belt","big_eight"
1986,136,1437,71,1439,62,"N",0,"Pennsylvania","Virginia","10","07","Y10","Y07","big_east","metro"
1986,137,1104,97,1462,80,"N",0,"Alabama","Ohio","05","12","Y05","Y12","sec","mw_coll"
1986,137,1114,90,1323,83,"N",0,"Arkansas","Indiana","14","03","X14","X03","a_sun","ind"
1986,137,1120,73,1112,63,"N",0,"Alabama","Arizona","08","09","Z08","Z09","sec","pac_ten"
1986,137,1156,83,1231,79,"N",0,"Ohio","Indiana","14","03","W14","W03","mid_cont","big_ten"
1986,137,1228,75,1193,51,"N",0,"Illinois","Connecticut","04","13","Y04","Y13","big_ten","maac"
1986,137,1235,81,1275,79,"N",1,"Iowa","Ohio","07","10","X07","X10","big_eight","mac"
1986,137,1246,75,1172,55,"N",0,"Kentucky","North Carolina","01","16","Y01","Y16","sec","southern"
1986,137,1268,69,1337,64,"N",0,"Maryland","California","05","12","Z05","Z12","acc","wcc"
1986,137,1276,70,1103,64,"N",0,"Michigan","Ohio","02","15","X02","X15","big_ten","ovc"
1986,137,1298,87,1409,68,"N",0,"Maryland","Oklahoma","07","10","W07","W10","caa","mvc"
1986,137,1301,66,1234,64,"N",0,"North Carolina","Iowa","06","11","X06","X11","acc","big_ten"
1986,137,1385,83,1286,74,"N",0,"New York","Montana","01","16","Z01","Z16","big_east","big_sky"
1986,137,1386,60,1350,59,"N",0,"Pennsylvania","Virginia","06","11","W06","W11","a_ten","caa"
1986,137,1393,101,1135,52,"N",0,"New York","Rhode Island","02","15","W02","W15","big_east","ivy"
1986,137,1424,74,1419,51,"N",0,"Nevada","Louisiana","04","13","Z04","Z13","pcaa","southland"
1986,137,1443,67,1304,59,"N",0,"Kentucky","Nebraska","08","09","Y08","Y09","sun_belt","big_eight"
1986,138,1177,74,1328,69,"N",0,"Illinois","Oklahoma","12","04","W12","W04","ind","big_eight"
1986,138,1181,89,1330,61,"N",0,"North Carolina","Virginia","01","08","W01","W08","acc","sun_belt"
1986,138,1210,66,1437,61,"N",0,"Georgia","Pennsylvania","02","10","Y02","Y10","acc","big_east"
1986,138,1242,65,1396,43,"N",0,"Kansas","Pennsylvania","01","09","X01","X09","big_eight","a_ten"
1986,138,1257,82,1133,68,"N",0,"Kentucky","Illinois","02","07","Z02","Z07","metro","mvc"
1986,138,1261,83,1272,81,"N",0,"Louisiana","Tennessee","11","03","Y11","Y03","sec","metro"
1986,138,1277,80,1207,68,"N",0,"Michigan","Washington D.C.","05","04","X05","X04","big_ten","big_east"
1986,138,1314,77,1412,59,"N",0,"North Carolina","Alabama","03","06","Z03","Z06","acc","sun_belt"
1986,139,1104,58,1228,56,"N",0,"Alabama","Illinois","05","04","Y05","Y04","sec","big_ten"
1986,139,1120,81,1385,65,"N",0,"Alabama","New York","08","01","Z08","Z01","sec","big_east"
1986,139,1156,75,1386,69,"N",0,"Ohio","Pennsylvania","14","06","W14","W06","mid_cont","a_ten"
1986,139,1235,72,1276,69,"N",0,"Iowa","Michigan","07","02","X07","X02","big_eight","big_ten"
1986,139,1246,71,1443,64,"N",0,"Kentucky","Kentucky","01","08","Y01","Y08","sec","sun_belt"
1986,139,1298,97,1393,85,"N",0,"Maryland","New York","07","02","W07","W02","caa","big_east"
1986,139,1301,80,1114,66,"N",1,"North Carolina","Arkansas","06","14","X06","X14","acc","a_sun"
1986,139,1424,70,1268,64,"N",0,"Nevada","Maryland","04","05","Z04","Z05","pcaa","acc"
1986,143,1120,70,1424,63,"N",0,"Alabama","Nevada","08","04","Z08","Z04","sec","pcaa"
1986,143,1246,68,1104,63,"N",0,"Kentucky","Alabama","01","05","Y01","Y05","sec","sec"
1986,143,1257,94,1314,79,"N",0,"Kentucky","North Carolina","02","03","Z02","Z03","metro","acc"
1986,143,1261,70,1210,64,"N",0,"Louisiana","Georgia","11","02","Y11","Y02","sec","acc"
1986,144,1181,74,1177,67,"N",0,"North Carolina","Illinois","01","12","W01","W12","acc","ind"
1986,144,1242,96,1277,86,"N",1,"Kansas","Michigan","01","05","X01","X05","big_eight","big_ten"
1986,144,1298,71,1156,70,"N",0,"Maryland","Ohio","07","14","W07","W14","caa","mid_cont"
1986,144,1301,70,1235,66,"N",0,"North Carolina","Iowa","06","07","X06","X07","acc","big_eight"
1986,145,1257,84,1120,76,"N",0,"Kentucky","Alabama","02","08","Z02","Z08","metro","sec"
1986,145,1261,59,1246,57,"N",0,"Louisiana","Kentucky","11","01","Y11","Y01","sec","sec"
1986,146,1181,71,1298,50,"N",0,"North Carolina","Maryland","01","07","W01","W07","acc","caa"
1986,146,1242,75,1301,67,"N",0,"Kansas","North Carolina","01","06","X01","X06","big_eight","acc"
1986,152,1181,71,1242,67,"N",0,"North Carolina","Kansas","01","01","W01","X01","acc","big_eight"
1986,152,1257,88,1261,77,"N",0,"Kentucky","Louisiana","02","11","Z02","Y11","metro","sec"
1986,154,1257,72,1181,69,"N",0,"Kentucky","North Carolina","02","01","Z02","W01","metro","acc"
1987,136,1104,88,1299,71,"N",0,"Alabama","North Carolina","02","15","X02","X15","sec","meac"
1987,136,1120,62,1360,61,"N",0,"Alabama","California","08","09","Y08","Y09","sec","wcc"
1987,136,1122,68,1228,67,"N",0,"Tennessee","Illinois","14","03","X14","X03","ovc","big_ten"
1987,136,1181,58,1401,51,"N",0,"North Carolina","Texas","05","12","Y05","Y12","acc","swc"
1987,136,1231,92,1193,58,"N",0,"Indiana","Connecticut","01","16","Y01","Y16","big_ten","maac"
1987,136,1243,82,1208,79,"N",1,"Kansas","Georgia","09","08","Z09","Z08","big_eight","sec"
1987,136,1276,97,1298,82,"N",0,"Michigan","Maryland","09","08","W09","W08","big_ten","caa"
1987,136,1309,83,1140,79,"N",0,"Louisiana","Utah","07","10","X07","X10","ind","wac"
1987,136,1314,113,1335,82,"N",0,"North Carolina","Pennsylvania","01","16","W01","W16","acc","ivy"
1987,136,1323,84,1292,71,"N",0,"Indiana","Tennessee","05","12","W05","W12","ind","ovc"
1987,136,1344,90,1412,68,"N",0,"Rhode Island","Alabama","06","11","X06","X11","big_east","sun_belt"
1987,136,1395,76,1267,60,"N",0,"Texas","West Virginia","04","13","W04","W13","swc","southern"
1987,136,1417,92,1141,73,"N",0,"California","Michigan","04","13","Z04","Z13","pac_ten","mac"
1987,136,1424,95,1226,70,"N",0,"Nevada","Idaho","01","16","Z01","Z16","pcaa","big_sky"
1987,136,1461,64,1438,60,"N",0,"Wyoming","Virginia","12","05","Z12","Z05","wac","acc"
1987,136,1462,70,1281,69,"N",0,"Ohio","Missouri","13","04","Y13","Y04","mw_coll","big_eight"
1987,137,1177,76,1256,62,"N",0,"Illinois","Louisiana","03","14","Y03","Y14","ind","southland"
1987,137,1196,82,1301,70,"N",0,"Florida","North Carolina","06","11","W06","W11","sec","acc"
1987,137,1207,75,1137,53,"N",0,"Washington D.C.","Pennsylvania","01","16","X01","X16","big_east","ecc"
1987,137,1234,99,1365,76,"N",0,"Iowa","California","02","15","Z02","Z15","big_ten","wcc"
1987,137,1242,66,1222,55,"N",0,"Kansas","Texas","05","12","X05","X12","big_eight","swc"
1987,137,1261,85,1210,79,"N",0,"Louisiana","Georgia","10","07","Y10","Y07","sec","acc"
1987,137,1283,65,1155,60,"N",0,"Missouri","South Carolina","13","04","X13","X04","mid_cont","acc"
1987,137,1326,91,1246,77,"N",0,"Ohio","Kentucky","09","08","X09","X08","big_ten","sec"
1987,137,1328,74,1409,69,"N",0,"Oklahoma","Oklahoma","06","11","Z06","Z11","big_eight","mvc"
1987,137,1338,93,1265,68,"N",0,"Pennsylvania","New York","03","14","Z03","Z14","big_east","ecacm"
1987,137,1345,104,1318,95,"N",0,"Indiana","Massachusetts","03","14","W03","W14","big_ten","ecacn"
1987,137,1385,57,1455,55,"N",0,"New York","Kansas","06","11","Y06","Y11","big_east","mvc"
1987,137,1393,79,1204,73,"N",0,"New York","Georgia","02","15","W02","W15","big_east","a_sun"
1987,137,1396,75,1380,56,"N",0,"Pennsylvania","Louisiana","02","15","Y02","Y15","a_ten","swac"
1987,137,1431,98,1112,91,"N",1,"Texas","Arizona","07","10","Z07","Z10","wac","pac_ten"
1987,137,1443,64,1452,62,"N",0,"Kentucky","West Virginia","10","07","W10","W07","sun_belt","a_ten"
1987,138,1104,101,1309,76,"N",0,"Alabama","Louisiana","02","07","X02","X07","sec","ind"
1987,138,1181,65,1462,60,"N",0,"North Carolina","Ohio","05","13","Y05","Y13","acc","mw_coll"
1987,138,1231,107,1120,90,"N",0,"Indiana","Alabama","01","08","Y01","Y08","big_ten","sec"
1987,138,1314,109,1276,97,"N",0,"North Carolina","Michigan","01","09","W01","W09","acc","big_ten"
1987,138,1323,58,1395,57,"N",0,"Indiana","Texas","05","04","W05","W04","ind","swc"
1987,138,1344,90,1122,87,"N",1,"Rhode Island","Tennessee","06","14","X06","X14","big_east","ovc"
1987,138,1424,80,1243,61,"N",0,"Nevada","Kansas","01","09","Z01","Z09","pcaa","big_eight"
1987,138,1461,78,1417,68,"N",0,"Wyoming","California","12","04","Z12","Z04","wac","pac_ten"
1987,139,1177,83,1385,75,"N",1,"Illinois","New York","03","06","Y03","Y06","ind","big_east"
1987,139,1196,85,1345,66,"N",0,"Florida","Indiana","06","03","W06","W03","sec","big_ten"
1987,139,1207,82,1326,79,"N",0,"Washington D.C.","Ohio","01","09","X01","X09","big_east","big_ten"
1987,139,1234,84,1431,82,"N",0,"Iowa","Texas","02","07","Z02","Z07","big_ten","wac"
1987,139,1242,67,1283,63,"N",0,"Kansas","Missouri","05","13","X05","X13","big_eight","mid_cont"
1987,139,1261,72,1396,62,"N",0,"Louisiana","Pennsylvania","10","02","Y10","Y02","sec","a_ten"
1987,139,1328,96,1338,93,"N",0,"Oklahoma","Pennsylvania","06","03","Z06","Z03","big_eight","big_east"
1987,139,1393,104,1443,86,"N",0,"New York","Kentucky","02","10","W02","W10","big_east","sun_belt"
1987,143,1207,70,1242,57,"N",0,"Washington D.C.","Kansas","01","05","X01","X05","big_east","big_eight"
1987,143,1314,74,1323,68,"N",0,"North Carolina","Indiana","01","05","W01","W05","acc","ind"
1987,143,1344,103,1104,82,"N",0,"Rhode Island","Alabama","06","02","X06","X02","big_east","sec"
1987,143,1393,87,1196,81,"N",0,"New York","Florida","02","06","W02","W06","big_east","sec"
1987,144,1231,88,1181,82,"N",0,"Indiana","North Carolina","01","05","Y01","Y05","big_ten","acc"
1987,144,1234,93,1328,91,"N",1,"Iowa","Oklahoma","02","06","Z02","Z06","big_ten","big_eight"
1987,144,1261,63,1177,58,"N",0,"Louisiana","Illinois","10","03","Y10","Y03","sec","ind"
1987,144,1424,92,1461,78,"N",0,"Nevada","Wyoming","01","12","Z01","Z12","pcaa","wac"
1987,145,1344,88,1207,73,"N",0,"Rhode Island","Washington D.C.","06","01","X06","X01","big_east","big_east"
1987,145,1393,79,1314,75,"N",0,"New York","North Carolina","02","01","W02","W01","big_east","acc"
1987,146,1231,77,1261,76,"N",0,"Indiana","Louisiana","01","10","Y01","Y10","big_ten","sec"
1987,146,1424,84,1234,81,"N",0,"Nevada","Iowa","01","02","Z01","Z02","pcaa","big_ten"
1987,152,1231,97,1424,93,"N",0,"Indiana","Nevada","01","01","Y01","Z01","big_ten","pcaa"
1987,152,1393,77,1344,63,"N",0,"New York","Rhode Island","02","06","W02","X06","big_east","big_east"
1987,154,1231,74,1393,73,"N",0,"Indiana","New York","01","02","Y01","W02","big_ten","big_east"
1988,136,1120,90,1133,86,"N",0,"Alabama","Illinois","08","09","Y08","Y09","sec","mvc"
1988,136,1140,98,1150,92,"N",1,"Utah","North Carolina","04","13","Y04","Y13","wac","sun_belt"
1988,136,1177,83,1455,62,"N",0,"Illinois","Kansas","05","12","X05","X12","ind","mvc"
1988,136,1181,85,1131,69,"N",0,"North Carolina","Massachusetts","02","15","W02","W15","acc","ecacn"
1988,136,1196,62,1385,59,"N",0,"Florida","New York","06","11","Z06","Z11","sec","big_east"
1988,136,1243,66,1247,53,"N",0,"Kansas","Pennsylvania","04","13","X04","X13","big_eight","maac"
1988,136,1257,70,1333,61,"N",0,"Kentucky","Oregon","05","12","Y05","Y12","metro","pac_ten"
1988,136,1258,119,1461,115,"N",0,"California","Wyoming","10","07","Z10","Z07","wcc","wac"
1988,136,1272,75,1124,60,"N",0,"Tennessee","Texas","09","08","X09","X08","metro","swc"
1988,136,1276,63,1129,58,"N",0,"Michigan","Idaho","03","14","Z03","Z14","big_ten","big_sky"
1988,136,1314,83,1317,65,"N",0,"North Carolina","Texas","02","15","Z02","Z15","acc","southland"
1988,136,1328,94,1151,66,"N",0,"Oklahoma","Tennessee","01","16","Y01","Y16","big_eight","southern"
1988,136,1345,94,1192,79,"N",0,"Indiana","New Jersey","01","16","X01","X16","big_ten","ecacm"
1988,136,1348,87,1281,80,"N",0,"Rhode Island","Missouri","11","06","W11","W06","a_ten","big_eight"
1988,136,1374,83,1323,75,"N",0,"Texas","Indiana","07","10","W07","W10","swc","ind"
1988,136,1393,69,1299,55,"N",0,"New York","North Carolina","03","14","W03","W14","big_east","meac"
1988,137,1112,90,1165,50,"N",0,"Arizona","New York","01","16","Z01","Z16","pac_ten","ivy"
1988,137,1207,66,1261,63,"N",0,"Washington D.C.","Louisiana","08","09","W08","W09","big_east","sec"
1988,137,1210,90,1235,78,"N",0,"Georgia","Iowa","05","12","W05","W12","acc","big_eight"
1988,137,1228,81,1427,72,"N",0,"Illinois","Texas","03","14","Y03","Y14","big_ten","a_sun"
1988,137,1234,102,1199,98,"N",0,"Iowa","Florida","05","12","Z05","Z12","big_ten","metro"
1988,137,1242,85,1462,72,"N",0,"Kansas","Ohio","06","11","X06","X11","big_eight","mw_coll"
1988,137,1246,99,1380,84,"N",0,"Kentucky","Louisiana","02","15","Y02","Y15","sec","swac"
1988,137,1268,92,1364,82,"N",0,"Maryland","California","07","10","Y07","Y10","acc","pcaa"
1988,137,1293,78,1301,75,"N",0,"Kentucky","North Carolina","14","03","X14","X03","ovc","acc"
1988,137,1338,108,1185,90,"N",0,"Pennsylvania","Michigan","02","15","X02","X15","big_east","mac"
1988,137,1350,72,1231,69,"N",0,"Virginia","Indiana","13","04","W13","W04","caa","big_ten"
1988,137,1371,80,1431,64,"N",0,"New Jersey","Texas","08","09","Z08","Z09","big_east","wac"
1988,137,1396,87,1250,73,"N",0,"Pennsylvania","Pennsylvania","01","16","W01","W16","a_ten","ecc"
1988,137,1424,54,1283,50,"N",0,"Nevada","Missouri","04","13","Z04","Z13","pcaa","mid_cont"
1988,137,1435,80,1429,77,"N",0,"Tennessee","Utah","07","10","X07","X10","sec","pcaa"
1988,137,1437,82,1116,74,"N",0,"Pennsylvania","Arkansas","06","11","Y06","Y11","big_east","swc"
1988,138,1181,94,1374,79,"N",0,"North Carolina","Texas","02","07","W02","W07","acc","swc"
1988,138,1243,66,1177,58,"N",0,"Kansas","Illinois","04","05","X04","X05","big_eight","ind"
1988,138,1257,97,1140,76,"N",0,"Kentucky","Utah","05","04","Y05","Y04","metro","wac"
1988,138,1276,108,1196,85,"N",0,"Michigan","Florida","03","06","Z03","Z06","big_ten","sec"
1988,138,1314,123,1258,97,"N",0,"North Carolina","California","02","10","Z02","Z10","acc","wcc"
1988,138,1328,107,1120,87,"N",0,"Oklahoma","Alabama","01","08","Y01","Y08","big_eight","sec"
1988,138,1345,100,1272,73,"N",0,"Indiana","Tennessee","01","09","X01","X09","big_ten","metro"
1988,138,1348,97,1393,94,"N",0,"Rhode Island","New York","11","03","W11","W03","a_ten","big_east"
1988,139,1112,84,1371,55,"N",0,"Arizona","New Jersey","01","08","Z01","Z08","pac_ten","big_east"
1988,139,1234,104,1424,86,"N",0,"Iowa","Nevada","05","04","Z05","Z04","big_ten","pcaa"
1988,139,1242,61,1293,58,"N",0,"Kansas","Kentucky","06","14","X06","X14","big_eight","ovc"
1988,139,1246,90,1268,81,"N",0,"Kentucky","Maryland","02","07","Y02","Y07","sec","acc"
1988,139,1350,59,1210,55,"N",0,"Virginia","Georgia","13","05","W13","W05","caa","acc"
1988,139,1396,74,1207,53,"N",0,"Pennsylvania","Washington D.C.","01","08","W01","W08","a_ten","big_east"
1988,139,1435,80,1338,74,"N",1,"Tennessee","Pennsylvania","07","02","X07","X02","sec","big_east"
1988,139,1437,66,1228,63,"N",0,"Pennsylvania","Illinois","06","03","Y06","Y03","big_east","big_ten"
1988,143,1181,73,1348,72,"N",0,"North Carolina","Rhode Island","02","11","W02","W11","acc","a_ten"
1988,143,1328,108,1257,98,"N",0,"Oklahoma","Kentucky","01","05","Y01","Y05","big_eight","metro"
1988,143,1396,69,1350,47,"N",0,"Pennsylvania","Virginia","01","13","W01","W13","a_ten","caa"
1988,143,1437,80,1246,74,"N",0,"Pennsylvania","Kentucky","06","02","Y06","Y02","big_east","sec"
1988,144,1112,99,1234,79,"N",0,"Arizona","Iowa","01","05","Z01","Z05","pac_ten","big_ten"
1988,144,1242,77,1435,64,"N",0,"Kansas","Tennessee","06","07","X06","X07","big_eight","sec"
1988,144,1243,73,1345,70,"N",0,"Kansas","Indiana","04","01","X04","X01","big_eight","big_ten"
1988,144,1314,78,1276,69,"N",0,"North Carolina","Michigan","02","03","Z02","Z03","acc","big_ten"
1988,145,1181,63,1396,53,"N",0,"North Carolina","Pennsylvania","02","01","W02","W01","acc","a_ten"
1988,145,1328,78,1437,59,"N",0,"Oklahoma","Pennsylvania","01","06","Y01","Y06","big_eight","big_east"
1988,146,1112,70,1314,52,"N",0,"Arizona","North Carolina","01","02","Z01","Z02","pac_ten","acc"
1988,146,1242,71,1243,58,"N",0,"Kansas","Kansas","06","04","X06","X04","big_eight","big_eight"
1988,152,1242,66,1181,59,"N",0,"Kansas","North Carolina","06","02","X06","W02","big_eight","acc"
1988,152,1328,86,1112,78,"N",0,"Oklahoma","Arizona","01","01","Y01","Z01","big_eight","pac_ten"
1988,154,1242,83,1328,79,"N",0,"Kansas","Oklahoma","06","01","X06","Y01","big_eight","big_eight"
1989,136,1112,94,1352,60,"N",0,"Arizona","Pennsylvania","01","16","X01","X16","pac_ten","nec"
1989,136,1116,120,1258,101,"N",0,"Arkansas","California","05","12","Y05","Y12","swc","wcc"
1989,136,1123,68,1338,64,"N",0,"Indiana","Pennsylvania","09","08","Y09","Y08","mac","big_east"
1989,136,1155,83,1388,70,"N",0,"South Carolina","California","09","08","X09","X08","acc","wcc"
1989,136,1177,66,1272,63,"N",0,"Illinois","Tennessee","12","05","X12","X05","ind","metro"
1989,136,1181,90,1354,69,"N",0,"North Carolina","South Carolina","02","15","W02","W15","acc","meac"
1989,136,1228,77,1270,71,"N",0,"Illinois","Louisiana","01","16","Y01","Y16","big_ten","southland"
1989,136,1256,83,1247,74,"N",0,"Louisiana","Pennsylvania","09","08","Z09","Z08","asc","maac"
1989,136,1257,76,1114,71,"N",0,"Kentucky","Arkansas","04","13","Y04","Y13","metro","a_sun"
1989,136,1278,86,1243,75,"N",0,"Minnesota","Kansas","11","06","W11","W06","big_ten","big_eight"
1989,136,1292,97,1199,83,"N",0,"Tennessee","Florida","13","04","Z13","Z04","ovc","metro"
1989,136,1328,72,1190,71,"N",0,"Oklahoma","Tennessee","01","16","Z01","Z16","big_eight","southern"
1989,136,1373,80,1390,78,"N",0,"New York","California","14","03","W14","W03","nac","pac_ten"
1989,136,1424,68,1225,56,"N",0,"Nevada","Idaho","04","13","X04","X13","big_west","big_sky"
